Vendedor,País,Produto,Data,Valor,Caixas Enviadas,Valor_por_Caixa,Ano,Mes
Kelci Walkden,Canada,Peanut Butter Cubes,2023-04-08,8106.62,47,172.48127659574467,2023,4
Gigi Bohling,Canada,Drinking Coco,2023-07-06,3934.09,86,45.745232558139534,2023,7
Husein Augar,India,Fruit & Nut Bars,2023-04-04,4508.93,231,19.51917748917749,2023,4
Jan Morforth,New Zealand,Organic Choco Syrup,2023-03-02,1921.57,226,8.502522123893804,2023,3
Gigi Bohling,New Zealand,Raspberry Choco,2023-08-09,1161.31,181,6.416077348066298,2023,8
Dennison Crosswaite,Australia,Milk Bars,2023-06-09,11389.29,282,40.38755319148937,2023,6
Ches Bonnell,UK,Caramel Stuffed Bars,2023-06-02,3032.3,313,9.687859424920129,2023,6
Van Tuxwell,USA,Fruit & Nut Bars,2023-07-05,6871.55,238,28.87205882352941,2023,7
Andria Kimpton,Canada,Eclairs,2023-08-11,339.99,124,2.7418548387096773,2023,8
Madelene Upcott,India,Choco Coated Almonds,2023-02-11,3720.22,141,26.384539007092197,2023,2
Kelci Walkden,New Zealand,Spicy Special Slims,2023-08-11,731.19,69,10.59695652173913,2023,8
Roddy Speechley,Australia,Drinking Coco,2023-05-12,13288.65,112,118.64866071428571,2023,5
Wilone O'Kielt,USA,Milk Bars,2023-07-15,5332.79,101,52.79990099009901,2023,7
Andria Kimpton,India,Organic Choco Syrup,2023-01-18,3971.78,131,30.318931297709923,2023,1
Madelene Upcott,UK,Fruit & Nut Bars,2023-01-05,9538.21,198,48.172777777777775,2023,1
Curtice Advani,Australia,50% Dark Bites,2023-06-29,547.85,221,2.4789592760180996,2023,6
Brien Boise,Canada,Raspberry Choco,2023-06-14,2994.76,47,63.71829787234043,2023,6
Gunar Cockshoot,India,Mint Chip Choco,2023-08-08,4451.38,71,62.69549295774648,2023,8
Dennison Crosswaite,India,Mint Chip Choco,2023-03-23,14691.77,143,102.73965034965035,2023,3
Barr Faughny,India,Caramel Stuffed Bars,2023-01-04,7042.98,107,65.8222429906542,2023,1
Brien Boise,India,Milk Bars,2023-02-22,15583.0,248,62.83467741935484,2023,2
Beverie Moffet,UK,Spicy Special Slims,2023-02-17,9059.82,268,33.80529850746269,2023,2
Barr Faughny,USA,Almond Choco,2023-02-03,430.59,85,5.065764705882352,2023,2
Van Tuxwell,Canada,Raspberry Choco,2023-03-17,1264.25,137,9.228102189781023,2023,3
Wilone O'Kielt,Australia,Baker's Choco Chips,2023-01-25,2995.47,156,19.201730769230767,2023,1
Brien Boise,Australia,Milk Bars,2023-07-27,2117.82,56,37.81821428571429,2023,7
Husein Augar,Australia,Fruit & Nut Bars,2023-01-28,8081.79,54,149.6627777777778,2023,1
Madelene Upcott,Australia,Organic Choco Syrup,2023-07-05,11542.54,49,235.56204081632654,2023,7
Van Tuxwell,India,White Choc,2023-03-15,2183.68,46,47.471304347826084,2023,3
Gunar Cockshoot,Canada,After Nines,2023-08-04,3125.34,191,16.36303664921466,2023,8
Jan Morforth,USA,Fruit & Nut Bars,2023-06-27,4891.86,380,12.873315789473683,2023,6
Jan Morforth,Canada,After Nines,2023-07-13,4881.32,183,26.673879781420762,2023,7
Barr Faughny,New Zealand,Manuka Honey Choco,2023-02-24,5917.62,238,24.86394957983193,2023,2
Karlen McCaffrey,New Zealand,85% Dark Bars,2023-06-28,6312.53,60,105.20883333333333,2023,6
Oby Sorrel,Australia,85% Dark Bars,2023-06-30,7956.28,27,294.67703703703705,2023,6
Curtice Advani,Canada,Choco Coated Almonds,2023-08-18,5895.88,7,842.2685714285715,2023,8
Kaine Padly,India,70% Dark Bites,2023-01-24,13535.7,296,45.72871621621622,2023,1
Beverie Moffet,USA,White Choc,2023-03-11,5639.9,129,43.720155038759685,2023,3
Ches Bonnell,New Zealand,After Nines,2023-06-23,5813.44,356,16.32988764044944,2023,6
Husein Augar,India,Spicy Special Slims,2023-08-22,2514.82,32,78.588125,2023,8
Gunar Cockshoot,Canada,50% Dark Bites,2023-01-04,3044.01,22,138.36409090909092,2023,1
Curtice Advani,India,Milk Bars,2023-04-05,3902.04,214,18.233831775700935,2023,4
Beverie Moffet,India,Milk Bars,2023-04-15,1928.74,354,5.4484180790960455,2023,4
Husein Augar,Australia,White Choc,2023-05-11,3251.53,241,13.49182572614108,2023,5
Andria Kimpton,Canada,Manuka Honey Choco,2023-07-21,5031.94,495,10.165535353535352,2023,7
Jan Morforth,New Zealand,Orange Choco,2023-02-11,1350.26,89,15.171460674157304,2023,2
Andria Kimpton,Canada,Smooth Sliky Salty,2023-07-08,1187.71,75,15.836133333333335,2023,7
Gunar Cockshoot,UK,Raspberry Choco,2023-08-11,7055.38,334,21.123892215568862,2023,8
Husein Augar,New Zealand,After Nines,2023-08-04,7231.89,8,903.98625,2023,8
Andria Kimpton,New Zealand,Orange Choco,2023-06-14,9295.83,93,99.95516129032258,2023,6
Dennison Crosswaite,UK,Baker's Choco Chips,2023-01-17,2276.94,296,7.6923648648648655,2023,1
Jehu Rudeforth,Canada,Orange Choco,2023-06-23,4229.79,548,7.718594890510949,2023,6
Jehu Rudeforth,UK,Smooth Sliky Salty,2023-08-24,1640.53,119,13.785966386554621,2023,8
Andria Kimpton,UK,Caramel Stuffed Bars,2023-06-07,8234.5,294,28.008503401360546,2023,6
Jan Morforth,UK,White Choc,2023-06-22,10087.04,46,219.28347826086957,2023,6
Dotty Strutley,USA,Fruit & Nut Bars,2023-07-13,3169.26,281,11.278505338078293,2023,7
Kelci Walkden,UK,Choco Coated Almonds,2023-05-24,10355.42,215,48.16474418604651,2023,5
Gunar Cockshoot,New Zealand,After Nines,2023-08-09,7772.63,140,55.51878571428571,2023,8
Kaine Padly,Canada,85% Dark Bars,2023-04-06,1992.77,31,64.28290322580645,2023,4
Jan Morforth,New Zealand,Manuka Honey Choco,2023-07-28,1815.56,266,6.8254135338345865,2023,7
Gunar Cockshoot,New Zealand,Raspberry Choco,2023-08-24,727.11,50,14.542200000000001,2023,8
Van Tuxwell,Australia,99% Dark & Pure,2023-01-17,114.96,132,0.8709090909090909,2023,1
Curtice Advani,USA,Drinking Coco,2023-02-07,5378.09,142,37.87387323943662,2023,2
Brien Boise,Australia,Spicy Special Slims,2023-05-09,6707.63,269,24.93542750929368,2023,5
Mallorie Waber,New Zealand,85% Dark Bars,2023-06-06,8167.18,102,80.07039215686275,2023,6
Wilone O'Kielt,USA,Choco Coated Almonds,2023-06-06,9950.14,6,1658.3566666666666,2023,6
Beverie Moffet,New Zealand,Organic Choco Syrup,2023-05-24,7229.26,215,33.62446511627907,2023,5
Gunar Cockshoot,UK,50% Dark Bites,2023-01-13,2260.21,128,17.657890625,2023,1
Marney O'Breen,USA,Raspberry Choco,2023-05-23,6206.9,149,41.65704697986577,2023,5
Jehu Rudeforth,UK,White Choc,2023-06-29,1889.83,286,6.607797202797203,2023,6
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-03-11,7797.24,88,88.605,2023,3
Dotty Strutley,USA,85% Dark Bars,2023-04-25,11644.92,536,21.725597014925373,2023,4
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2023-05-30,4207.22,255,16.498901960784316,2023,5
Curtice Advani,India,Manuka Honey Choco,2023-05-23,1683.88,169,9.963786982248521,2023,5
Mallorie Waber,USA,Peanut Butter Cubes,2023-05-23,1337.36,18,74.29777777777777,2023,5
Van Tuxwell,Canada,Peanut Butter Cubes,2023-06-24,7147.04,300,23.823466666666665,2023,6
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-03-11,12030.46,296,40.64344594594594,2023,3
Rafaelita Blaksland,USA,Smooth Sliky Salty,2023-07-27,15844.58,232,68.29560344827586,2023,7
Rafaelita Blaksland,USA,White Choc,2023-08-16,5025.84,133,37.78827067669173,2023,8
Roddy Speechley,Canada,Smooth Sliky Salty,2023-03-07,9902.03,12,825.1691666666667,2023,3
Curtice Advani,New Zealand,After Nines,2023-04-05,7944.07,33,240.72939393939393,2023,4
Camilla Castle,India,85% Dark Bars,2023-05-04,9523.65,55,173.15727272727273,2023,5
Ches Bonnell,USA,Choco Coated Almonds,2023-01-04,16240.71,93,174.63129032258064,2023,1
Marney O'Breen,Australia,Baker's Choco Chips,2023-01-13,5891.94,109,54.054495412844034,2023,1
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-07-11,6924.52,94,73.66510638297873,2023,7
Kaine Padly,Australia,Mint Chip Choco,2023-05-17,4552.57,158,28.81373417721519,2023,5
Camilla Castle,New Zealand,Peanut Butter Cubes,2023-07-21,1724.91,60,28.7485,2023,7
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,897.3,21,42.72857142857143,2023,2
Jan Morforth,India,99% Dark & Pure,2023-05-23,10283.9,178,57.774719101123594,2023,5
Rafaelita Blaksland,Canada,Drinking Coco,2023-07-12,10415.77,200,52.07885,2023,7
Jan Morforth,UK,Orange Choco,2023-06-15,4220.83,193,21.86958549222798,2023,6
Barr Faughny,New Zealand,50% Dark Bites,2023-06-23,4909.86,304,16.150855263157894,2023,6
Curtice Advani,Australia,Eclairs,2023-03-25,6549.62,53,123.57773584905661,2023,3
Jan Morforth,India,Caramel Stuffed Bars,2023-07-04,88.72,165,0.5376969696969697,2023,7
Andria Kimpton,UK,White Choc,2023-05-12,9793.16,110,89.02872727272727,2023,5
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143,33.73181818181818,2023,4
Madelene Upcott,Australia,Orange Choco,2023-04-15,7556.55,404,18.704331683168316,2023,4
Roddy Speechley,Canada,Eclairs,2023-03-08,7082.03,95,74.54768421052631,2023,3
Karlen McCaffrey,India,White Choc,2023-01-17,8361.47,231,36.19683982683983,2023,1
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,1310.5,52,25.201923076923077,2023,8
Andria Kimpton,UK,99% Dark & Pure,2023-07-25,1288.1,67,19.225373134328358,2023,7
Marney O'Breen,UK,50% Dark Bites,2023-06-14,3288.29,133,24.723984962406014,2023,6
Ches Bonnell,India,Choco Coated Almonds,2023-04-05,10669.09,85,125.51870588235295,2023,4
Madelene Upcott,UK,Raspberry Choco,2023-08-26,7361.93,344,21.40095930232558,2023,8
Wilone O'Kielt,Australia,50% Dark Bites,2023-08-03,10336.22,123,84.03430894308943,2023,8
Gigi Bohling,Canada,White Choc,2023-07-11,6985.95,4,1746.4875,2023,7
Wilone O'Kielt,New Zealand,Eclairs,2023-03-11,3394.46,21,161.64095238095237,2023,3
Brien Boise,UK,Peanut Butter Cubes,2023-01-10,15337.23,31,494.7493548387097,2023,1
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,15925.17,378,42.13007936507937,2023,4
Karlen McCaffrey,Australia,50% Dark Bites,2023-01-17,7355.77,772,9.528199481865286,2023,1
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-07-08,9489.27,54,175.72722222222222,2023,7
Jan Morforth,UK,Organic Choco Syrup,2023-04-12,1281.32,354,3.61954802259887,2023,4
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,518.07,192,2.6982812500000004,2023,8
Ches Bonnell,UK,Choco Coated Almonds,2023-06-07,1933.56,239,8.090209205020921,2023,6
Gunar Cockshoot,Canada,Almond Choco,2023-07-28,1308.52,30,43.617333333333335,2023,7
Husein Augar,USA,99% Dark & Pure,2023-02-21,9878.5,111,88.99549549549549,2023,2
Dennison Crosswaite,Canada,Mint Chip Choco,2023-04-08,1943.7,297,6.544444444444444,2023,4
Brien Boise,UK,Manuka Honey Choco,2023-06-28,80.62,103,0.7827184466019418,2023,6
Van Tuxwell,UK,Baker's Choco Chips,2023-03-24,2678.37,20,133.9185,2023,3
Barr Faughny,Australia,Caramel Stuffed Bars,2023-07-29,2931.1,60,48.85166666666667,2023,7
Dennison Crosswaite,USA,Eclairs,2023-05-25,2316.09,90,25.734333333333336,2023,5
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,6722.22,330,20.37036363636364,2023,3
Dennison Crosswaite,USA,Organic Choco Syrup,2023-07-18,14528.51,134,108.42171641791045,2023,7
Beverie Moffet,Canada,Orange Choco,2023-05-10,9390.28,104,90.29115384615385,2023,5
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,16230.41,94,172.66393617021276,2023,3
Ches Bonnell,India,Caramel Stuffed Bars,2023-06-15,7224.39,55,131.35254545454546,2023,6
Van Tuxwell,Canada,50% Dark Bites,2023-05-12,15567.58,57,273.11543859649123,2023,5
Kelci Walkden,New Zealand,Baker's Choco Chips,2023-06-23,2964.2,105,28.23047619047619,2023,6
Beverie Moffet,India,Spicy Special Slims,2023-04-21,3357.08,186,18.048817204301074,2023,4
Gigi Bohling,Australia,Almond Choco,2023-08-17,1010.37,127,7.955669291338583,2023,8
Rafaelita Blaksland,New Zealand,Eclairs,2023-02-07,20470.43,54,379.082037037037,2023,2
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,8762.75,115,76.19782608695652,2023,3
Jan Morforth,India,Baker's Choco Chips,2023-08-01,14613.52,85,171.92376470588235,2023,8
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,9839.46,31,317.40193548387094,2023,3
Gigi Bohling,Canada,Fruit & Nut Bars,2023-06-14,6633.23,103,64.40029126213592,2023,6
Beverie Moffet,UK,Eclairs,2023-04-22,9749.07,169,57.68680473372781,2023,4
Marney O'Breen,New Zealand,Eclairs,2023-01-18,5254.38,31,169.49612903225807,2023,1
Husein Augar,Australia,99% Dark & Pure,2023-08-26,3430.43,123,27.889674796747965,2023,8
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-06-10,10454.55,434,24.088824884792626,2023,6
Curtice Advani,Canada,70% Dark Bites,2023-01-31,2413.87,7,344.8385714285714,2023,1
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-04-08,1445.14,108,13.380925925925927,2023,4
Dotty Strutley,Australia,Baker's Choco Chips,2023-06-07,4022.64,71,56.6569014084507,2023,6
Barr Faughny,Australia,85% Dark Bars,2023-02-10,8651.2,43,201.19069767441863,2023,2
Beverie Moffet,Australia,50% Dark Bites,2023-05-16,725.16,453,1.600794701986755,2023,5
Gunar Cockshoot,India,Baker's Choco Chips,2023-03-18,2385.4,540,4.417407407407407,2023,3
Van Tuxwell,Australia,50% Dark Bites,2023-07-13,726.04,131,5.542290076335878,2023,7
Oby Sorrel,USA,Manuka Honey Choco,2023-07-25,4742.35,83,57.13674698795181,2023,7
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,2556.96,312,8.195384615384615,2023,8
Karlen McCaffrey,Canada,70% Dark Bites,2023-06-24,8376.69,646,12.96701238390093,2023,6
Kelci Walkden,Canada,Fruit & Nut Bars,2023-06-20,840.71,162,5.189567901234568,2023,6
Camilla Castle,India,99% Dark & Pure,2023-08-02,207.87,216,0.9623611111111111,2023,8
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,13370.34,94,142.2376595744681,2023,2
Mallorie Waber,New Zealand,Orange Choco,2023-02-01,6811.37,25,272.4548,2023,2
Jan Morforth,Canada,70% Dark Bites,2023-02-14,6096.52,300,20.321733333333334,2023,2
Kelci Walkden,Australia,Milk Bars,2023-02-24,8684.58,120,72.3715,2023,2
Dennison Crosswaite,India,Orange Choco,2023-03-18,873.26,140,6.237571428571428,2023,3
Husein Augar,UK,Eclairs,2023-08-30,1912.66,253,7.559920948616601,2023,8
Gigi Bohling,USA,Peanut Butter Cubes,2023-05-09,321.61,76,4.23171052631579,2023,5
Wilone O'Kielt,USA,Smooth Sliky Salty,2023-01-18,511.12,96,5.324166666666667,2023,1
Curtice Advani,India,White Choc,2023-07-04,7887.15,335,23.543731343283582,2023,7
Oby Sorrel,New Zealand,Spicy Special Slims,2023-06-03,1793.67,13,137.9746153846154,2023,6
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,12129.42,29,418.25586206896554,2023,2
Dotty Strutley,New Zealand,99% Dark & Pure,2023-05-09,11749.75,213,55.163145539906104,2023,5
Kelci Walkden,India,70% Dark Bites,2023-06-06,3967.25,101,39.27970297029703,2023,6
Kelci Walkden,India,Drinking Coco,2023-07-04,8105.37,255,31.785764705882354,2023,7
Brien Boise,New Zealand,Drinking Coco,2023-06-06,1614.17,106,15.22801886792453,2023,6
Dotty Strutley,Australia,Almond Choco,2023-05-13,1613.3,91,17.728571428571428,2023,5
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,2155.64,281,7.671316725978647,2023,1
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2023-06-30,8184.37,43,190.33418604651163,2023,6
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,3613.32,251,14.39569721115538,2023,8
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-01-10,801.09,101,7.931584158415842,2023,1
Brien Boise,USA,Manuka Honey Choco,2023-08-22,2069.48,8,258.685,2023,8
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,5096.21,284,17.944401408450705,2023,4
Oby Sorrel,UK,Smooth Sliky Salty,2023-05-31,10573.5,338,31.282544378698226,2023,5
Oby Sorrel,UK,Raspberry Choco,2023-04-08,4611.37,322,14.321024844720496,2023,4
Roddy Speechley,USA,Drinking Coco,2023-02-21,3288.77,148,22.221418918918918,2023,2
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,10883.13,394,27.62215736040609,2023,3
Mallorie Waber,India,Raspberry Choco,2023-03-02,1516.56,2,758.28,2023,3
Jehu Rudeforth,USA,Orange Choco,2023-07-28,391.33,184,2.1267934782608693,2023,7
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,7969.08,38,209.71263157894737,2023,3
Curtice Advani,Australia,After Nines,2023-08-11,63.71,109,0.5844954128440367,2023,8
Husein Augar,UK,Almond Choco,2023-05-17,8832.33,175,50.47045714285714,2023,5
Kaine Padly,Canada,Choco Coated Almonds,2023-05-18,3542.19,180,19.678833333333333,2023,5
Roddy Speechley,UK,Peanut Butter Cubes,2023-08-17,6052.07,173,34.983063583815024,2023,8
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.2,54,10.05925925925926,2023,4
Brien Boise,India,85% Dark Bars,2023-08-09,18894.92,201,94.00457711442785,2023,8
Brien Boise,New Zealand,Organic Choco Syrup,2023-01-17,689.4,331,2.0827794561933533,2023,1
Andria Kimpton,Canada,White Choc,2023-02-14,4435.95,31,143.09516129032258,2023,2
Gigi Bohling,New Zealand,Orange Choco,2023-05-16,9111.34,324,28.12141975308642,2023,5
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,10369.71,129,80.38534883720929,2023,3
Husein Augar,Canada,70% Dark Bites,2023-01-31,5833.2,290,20.11448275862069,2023,1
Barr Faughny,Canada,Organic Choco Syrup,2023-03-10,1229.96,219,5.616255707762558,2023,3
Oby Sorrel,UK,Organic Choco Syrup,2023-06-30,8839.72,170,51.998352941176464,2023,6
Van Tuxwell,New Zealand,Eclairs,2023-03-01,5747.66,176,32.65715909090909,2023,3
Mallorie Waber,UK,Drinking Coco,2023-05-27,3666.04,107,34.262056074766356,2023,5
Oby Sorrel,UK,Milk Bars,2023-07-11,6853.82,220,31.15372727272727,2023,7
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-03-02,4361.01,59,73.91542372881356,2023,3
Jehu Rudeforth,USA,Raspberry Choco,2023-03-04,7686.15,141,54.511702127659575,2023,3
Kelci Walkden,UK,85% Dark Bars,2023-06-23,4188.43,235,17.823106382978725,2023,6
Kelci Walkden,USA,Almond Choco,2023-01-27,5425.24,234,23.184786324786323,2023,1
Marney O'Breen,Canada,Orange Choco,2023-01-14,2896.97,456,6.353004385964912,2023,1
Dennison Crosswaite,India,Fruit & Nut Bars,2023-07-29,1071.31,23,46.57869565217391,2023,7
Brien Boise,Canada,Smooth Sliky Salty,2023-05-13,6417.05,497,12.911569416498994,2023,5
Barr Faughny,Canada,Baker's Choco Chips,2023-02-03,10967.31,172,63.763430232558136,2023,2
Brien Boise,India,Smooth Sliky Salty,2023-05-27,6345.02,28,226.60785714285717,2023,5
Jan Morforth,Australia,Drinking Coco,2023-02-18,2824.71,25,112.9884,2023,2
Brien Boise,India,Spicy Special Slims,2023-01-28,1463.67,34,43.04911764705883,2023,1
Van Tuxwell,UK,Eclairs,2023-06-29,5856.52,115,50.92626086956522,2023,6
Wilone O'Kielt,India,Caramel Stuffed Bars,2023-01-13,4303.86,282,15.26191489361702,2023,1
Jehu Rudeforth,UK,After Nines,2023-06-27,2047.77,169,12.11698224852071,2023,6
Barr Faughny,Canada,White Choc,2023-03-29,4692.36,1,4692.36,2023,3
Gunar Cockshoot,India,Organic Choco Syrup,2023-06-03,7302.42,153,47.728235294117646,2023,6
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,2056.92,103,19.97009708737864,2023,3
Mallorie Waber,India,Eclairs,2023-04-12,11032.79,49,225.15897959183675,2023,4
Rafaelita Blaksland,Australia,Raspberry Choco,2023-01-19,7773.64,247,31.472226720647775,2023,1
Karlen McCaffrey,UK,50% Dark Bites,2023-04-06,3843.01,295,13.027152542372882,2023,4
Kaine Padly,Australia,50% Dark Bites,2023-08-02,9163.79,81,113.13320987654322,2023,8
Gigi Bohling,Australia,Eclairs,2023-04-12,7628.59,146,52.25061643835617,2023,4
Oby Sorrel,India,Drinking Coco,2023-07-21,18220.59,139,131.08338129496403,2023,7
Van Tuxwell,New Zealand,Baker's Choco Chips,2023-03-22,9828.94,24,409.5391666666667,2023,3
Husein Augar,India,Peanut Butter Cubes,2023-05-09,4726.65,5,945.3299999999999,2023,5
Andria Kimpton,Australia,Baker's Choco Chips,2023-08-09,344.82,118,2.9222033898305084,2023,8
Madelene Upcott,Canada,Choco Coated Almonds,2023-07-20,3451.24,283,12.195194346289751,2023,7
Brien Boise,India,70% Dark Bites,2023-04-14,5071.49,439,11.55236902050114,2023,4
Jehu Rudeforth,Canada,White Choc,2023-01-25,4719.38,132,35.752878787878785,2023,1
Andria Kimpton,Australia,Almond Choco,2023-04-25,3430.58,174,19.715977011494253,2023,4
Dotty Strutley,Canada,After Nines,2023-01-17,268.3,239,1.1225941422594143,2023,1
Karlen McCaffrey,USA,Eclairs,2023-08-15,991.46,133,7.454586466165414,2023,8
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-06-02,213.45,17,12.555882352941175,2023,6
Gunar Cockshoot,USA,85% Dark Bars,2023-06-30,7586.38,131,57.911297709923666,2023,6
Dotty Strutley,New Zealand,Raspberry Choco,2023-02-10,6192.19,99,62.54737373737373,2023,2
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,1510.58,602,2.509269102990033,2023,2
Dennison Crosswaite,India,Organic Choco Syrup,2023-01-27,8693.31,209,41.59478468899521,2023,1
Camilla Castle,UK,Mint Chip Choco,2023-05-26,5509.77,307,17.9471335504886,2023,5
Brien Boise,USA,70% Dark Bites,2023-04-14,1863.2,22,84.69090909090909,2023,4
Madelene Upcott,Australia,99% Dark & Pure,2023-08-01,4822.5,159,30.330188679245282,2023,8
Mallorie Waber,Australia,Eclairs,2023-08-22,10856.55,229,47.40851528384279,2023,8
Marney O'Breen,India,99% Dark & Pure,2023-07-22,11252.11,159,70.76798742138365,2023,7
Husein Augar,USA,Fruit & Nut Bars,2023-04-28,1387.72,27,51.39703703703704,2023,4
Kelci Walkden,Australia,Almond Choco,2023-05-30,5509.22,341,16.15607038123167,2023,5
Ches Bonnell,USA,Milk Bars,2023-07-21,2444.25,155,15.769354838709678,2023,7
Jan Morforth,UK,Caramel Stuffed Bars,2023-08-02,3175.62,507,6.263550295857988,2023,8
Brien Boise,New Zealand,70% Dark Bites,2023-06-15,7900.42,143,55.24769230769231,2023,6
Oby Sorrel,India,85% Dark Bars,2023-07-05,9072.46,142,63.890563380281684,2023,7
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-04-12,8.06,513,0.01571150097465887,2023,4
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,1548.54,104,14.889807692307691,2023,8
Jan Morforth,UK,50% Dark Bites,2023-01-12,5501.67,298,18.461979865771813,2023,1
Gunar Cockshoot,Canada,White Choc,2023-08-11,7685.42,15,512.3613333333334,2023,8
Jehu Rudeforth,Australia,Spicy Special Slims,2023-01-13,5147.77,402,12.80539800995025,2023,1
Husein Augar,UK,Baker's Choco Chips,2023-04-29,3070.43,143,21.47153846153846,2023,4
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,1127.5,88,12.8125,2023,7
Madelene Upcott,New Zealand,Mint Chip Choco,2023-03-11,8502.77,4,2125.6925,2023,3
Madelene Upcott,UK,70% Dark Bites,2023-02-16,5961.02,241,24.734522821576764,2023,2
Barr Faughny,Australia,Organic Choco Syrup,2023-01-07,2478.33,33,75.10090909090908,2023,1
Beverie Moffet,New Zealand,Drinking Coco,2023-01-12,1269.56,497,2.5544466800804826,2023,1
Beverie Moffet,India,Eclairs,2023-06-09,11130.52,144,77.29527777777778,2023,6
Andria Kimpton,India,Eclairs,2023-05-16,2455.09,83,29.57939759036145,2023,5
Gigi Bohling,UK,85% Dark Bars,2023-06-23,12764.94,100,127.6494,2023,6
Roddy Speechley,UK,Raspberry Choco,2023-01-28,13351.42,198,67.43141414141414,2023,1
Dotty Strutley,UK,Mint Chip Choco,2023-07-14,2763.22,223,12.391121076233183,2023,7
Barr Faughny,Canada,Drinking Coco,2023-04-18,6523.34,245,26.62587755102041,2023,4
Oby Sorrel,USA,Milk Bars,2023-06-14,1868.25,82,22.783536585365855,2023,6
Oby Sorrel,UK,Orange Choco,2023-04-15,8431.83,251,33.59294820717131,2023,4
Curtice Advani,Canada,Peanut Butter Cubes,2023-05-19,5646.99,64,88.23421875,2023,5
Gigi Bohling,India,White Choc,2023-04-13,1484.67,180,8.248166666666666,2023,4
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,3859.95,395,9.772025316455696,2023,8
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,3237.3,227,14.261233480176212,2023,8
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2023-04-22,4072.43,64,63.63171875,2023,4
Kaine Padly,UK,Choco Coated Almonds,2023-08-03,8054.87,118,68.26161016949152,2023,8
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-01-04,420.3,224,1.8763392857142858,2023,1
Kelci Walkden,Canada,After Nines,2023-01-13,17073.99,218,78.32105504587156,2023,1
Van Tuxwell,Australia,Baker's Choco Chips,2023-05-11,13624.31,33,412.85787878787875,2023,5
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,2318.46,235,9.865787234042553,2023,2
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,10740.05,67,160.29925373134327,2023,5
Jehu Rudeforth,UK,Drinking Coco,2023-02-03,7624.67,422,18.067938388625592,2023,2
Beverie Moffet,India,Manuka Honey Choco,2023-05-06,10168.32,159,63.95169811320755,2023,5
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,6635.15,141,47.057801418439716,2023,6
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,860.12,158,5.443797468354431,2023,3
Camilla Castle,Canada,Orange Choco,2023-02-17,8671.21,52,166.75403846153844,2023,2
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,5534.11,63,87.84301587301587,2023,7
Oby Sorrel,UK,70% Dark Bites,2023-03-16,6800.26,187,36.365026737967916,2023,3
Kelci Walkden,UK,99% Dark & Pure,2023-08-12,3927.83,123,31.933577235772358,2023,8
Gigi Bohling,New Zealand,After Nines,2023-01-21,5833.8,196,29.764285714285716,2023,1
Oby Sorrel,Australia,50% Dark Bites,2023-05-06,733.08,147,4.986938775510204,2023,5
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,7164.51,140,51.17507142857143,2023,6
